id_pokémon,Pokémon,Type,Talent,Tier,PV,Attaque,Défense,Atq Spé,Déf Spé,Vitesse
589,Moufouette,Type Poison Type Ténèbres,Puanteur Boom Final Regard Vif,LC,63,63,47,41,41,74
590,Moufflair,Type Poison Type Ténèbres,Puanteur Boom Final Regard Vif,OU,103,93,67,71,61,84
591,Archéomire,Type Acier Type Psy,Lévitation Ignifugé Heavy Metal,LC,57,24,86,24,86,23
592,Archéodong,Type Acier Type Psy,Lévitation Ignifugé Heavy Metal,OU,67,89,116,79,116,33
593,Manzaï,Type Roche,Fermeté Tête de Roc Phobique,LC,50,80,95,10,45,10
594,Mime Jr.,Type Psy Type Fée,Anti-Bruit Filtre Technicien,Untiered,20,25,45,70,90,60
595,Ptiravi,Type Normal,Médic Nature Sérénité Garde Amie,LC,100,5,5,15,65,30
596,Pijako,Type Normal Type Vol,Regard Vif Pieds Confus Coeur de Coq,Untiered,76,65,45,92,42,91
597,Spiritomb,Type Spectre Type Ténèbres,Pression Infiltration,OU,50,92,108,92,108,35
598,Griknot,Type Dragon Type Sol,Voile Sable Peau Dure,LC,58,70,45,40,45,42
599,Carmache,Type Dragon Type Sol,Voile Sable Peau Dure,NFE,68,90,65,50,55,82
600,Carchacrok,Type Dragon Type Sol,Voile Sable Peau Dure,OU,108,130,95,80,85,102
601,Méga Carchacrok,Type Dragon Type Sol,Force Sable,Untiered,108,170,115,120,95,92
602,Goinfrex,Type Normal,Ramassage Isograisse Gloutonnerie,Untiered,135,85,40,40,85,5
603,Riolu,Type Combat,Impassible Attention Farceur,LC,40,70,40,35,40,60
604,Lucario,Type Combat Type Acier,Impassible Attention Coeur Noble,OU,70,110,70,115,70,90
605,Méga Lucario,Type Combat Type Acier,Adaptabilité,Untiered,70,145,88,140,70,112
606,Hippopotas,Type Sol,Sable Volant Force Sable,LC,68,72,78,38,42,32
607,Hippodocus,Type Sol,Sable Volant Force Sable,OU,108,112,118,68,72,47
608,Rapion,Type Poison Type Insecte,Armurbaston Sniper Regard Vif,Untiered,40,50,90,30,55,65
609,Drascore,Type Poison Type Ténèbres,Armurbaston Sniper Regard Vif,Untiered,70,90,110,60,75,95
610,Cradopaud,Type Poison Type Combat,Anticipation Peau Sèche Toxitouche,LC,48,61,40,61,40,50
611,Coatox,Type Poison Type Combat,Anticipation Peau Sèche Toxitouche,OU,83,106,65,86,65,85
612,Vortente,Type Plante,Lévitation,Untiered,74,100,72,90,72,46
613,Écayon,Type Eau,Glissade Lavabo Ignifu-Voile,LC,49,49,56,49,61,66
614,Luminéon,Type Eau,Glissade Lavabo Ignifu-Voile,OU,69,69,76,69,86,91
615,Babimanta,Type Eau Type Vol,Glissade Absorb Eau Ignifu-Voile,Untiered,45,20,50,60,120,50
616,Blizzi,Type Plante Type Glace,Alerte Neige Anti-Bruit,LC,60,62,50,62,60,40
617,Blizzaroi,Type Plante Type Glace,Alerte Neige Anti-Bruit,OU,90,92,75,92,85,60
618,Méga Blizzaroi,Type Plante Type Glace,Alerte Neige,Untiered,90,132,105,132,105,30
619,Dimoret,Type Ténèbres Type Glace,Pression Pickpocket,OU,70,120,65,45,85,125
620,Magnézone,Type Électrik Type Acier,Magnépiège Fermeté Analyste,OU,70,70,115,130,90,60
621,Coudlangue,Type Normal,Tempo Perso Benêt Ciel Gris,Untiered,110,85,95,80,95,50
622,Rhinastoc,Type Sol Type Roche,Paratonnerre Solide Roc Téméraire,Untiered,115,140,130,55,55,40
623,Bouldeneu,Type Plante,Chlorophylle Feuille Garde Régé-Force,Untiered,100,100,125,110,50,50
624,Élekable,Type Électrik,Motorisé Esprit Vital,Untiered,75,123,67,95,85,95
625,Maganon,Type Feu,Corps Ardent Esprit Vital,Untiered,75,95,67,125,95,83
626,Togekiss,Type Fée Type Vol,Agitation Sérénité Chanceux,Untiered,85,50,95,120,115,80
627,Yanméga,Type Insecte Type Vol,Turbo Lentiteintée Fouille,Untiered,86,76,86,116,56,95
628,Phyllali,Type Plante,Feuille Garde Chlorophylle,OU,65,110,130,60,65,95
629,Givrali,Type Glace,Rideau Neige Corps Gel,OU,65,60,110,130,95,65
630,Scorvol,Type Sol Type Vol,Hyper Cutter Voile Sable Soin Poison,Untiered,75,95,125,45,75,95
631,Mammochon,Type Glace Type Sol,Benêt Rideau Neige Isograisse,Untiered,110,130,80,70,60,80
632,Porygon-Z,Type Normal,Adaptabilité Télécharge Analyste,Untiered,85,80,70,135,75,90
633,Gallame,Type Psy Type Combat,Impassible Incisif Coeur Noble,OU,68,125,65,65,115,80
634,Méga Gallame,Type Psy Type Combat,Attention,Untiered,68,165,95,65,115,110
635,Tarinorme,Type Roche Type Acier,Fermeté Magnépiège Force Sable,Untiered,60,55,145,75,150,40
636,Noctunoir,Type Spectre,Pression Fouille,Untiered,45,100,135,65,135,45
637,Momartik,Type Glace Type Spectre,Rideau Neige Corps Maudit,OU,70,80,70,80,70,110
638,Motisma,Type Électrik Type Spectre,Lévitation,OU,50,50,77,95,77,91
639,Motisma Lavage,Type Électrik Type Eau,Lévitation,OU,50,65,107,105,107,86
640,Motisma Tonte,Type Électrik Type Plante,Lévitation,OU,50,65,107,105,107,86
641,Motisma Froid,Type Électrik Type Glace,Lévitation,OU,50,65,107,105,107,86
642,Motisma Chaleur,Type Électrik Type Feu,Lévitation,OU,50,65,107,105,107,86
643,Motisma Hélice,Type Électrik Type Vol,Lévitation,OU,50,65,107,105,107,86
644,Créhelf,Type Psy,Lévitation,Untiered,75,75,130,75,130,95
645,Créfollet,Type Psy,Lévitation,Untiered,80,105,105,105,105,80
646,Créfadet,Type Psy,Lévitation,Untiered,75,125,70,125,70,115
647,Dialga,Type Acier Type Dragon,Pression Télépathe,Untiered,100,120,120,150,100,90
648,Dialga Originel,Type Acier Type Dragon,Pression Télépathe,Untiered,100,100,120,150,120,90
649,Palkia,Type Eau Type Dragon,Pression Télépathe,Untiered,90,120,100,150,120,100
650,Palkia Originel,Type Eau Type Dragon,Pression Télépathe,Untiered,90,100,100,150,120,120
651,Heatran,Type Feu Type Acier,Torche Corps Ardent,Untiered,91,90,106,130,106,77
652,Regigigas,Type Normal,Début Calme,Untiered,110,160,110,80,110,100
653,Giratina,Type Spectre Type Dragon,Pression Télépathe,Untiered,150,100,120,100,120,90
654,Giratina Originel,Type Spectre Type Dragon,Lévitation,Untiered,150,120,100,120,100,90
655,Cresselia,Type Psy,Lévitation,Untiered,120,70,110,75,120,85
656,Phione,Type Eau,Hydratation,Untiered,80,80,80,80,80,80
657,Manaphy,Type Eau,Hydratation,Untiered,100,100,100,100,100,100
658,Darkrai,Type Ténèbres,Mauvais Rêve,Untiered,70,90,90,135,90,125
659,Shaymin,Type Plante,Médic Nature,Untiered,100,100,100,100,100,100
660,Shaymin Céleste,Type Plante Type Vol,Sérénité,Untiered,100,103,75,120,75,127
661,Arceus,Type Normal,Multitype,Untiered,120,120,120,120,120,120
662,Arceus Électrik,Type Électrik,Multitype,Untiered,120,120,120,120,120,120
663,Arceus Feu,Type Feu,Multitype,Untiered,120,120,120,120,120,120
664,Arceus Ténèbres,Type Ténèbres,Multitype,Untiered,120,120,120,120,120,120
665,Arceus Dragon,Type Dragon,Multitype,Untiered,120,120,120,120,120,120
666,Arceus Sol,Type Sol,Multitype,Untiered,120,120,120,120,120,120
667,Arceus Fée,Type Fée,Multitype,Untiered,120,120,120,120,120,120
668,Arceus Combat,Type Combat,Multitype,Untiered,120,120,120,120,120,120
669,Arceus Psy,Type Psy,Multitype,Untiered,120,120,120,120,120,120
670,Arceus Vol,Type Vol,Multitype,Untiered,120,120,120,120,120,120
671,Arceus Roche,Type Roche,Multitype,Untiered,120,120,120,120,120,120
672,Arceus Plante,Type Plante,Multitype,Untiered,120,120,120,120,120,120
673,Arceus Insecte,Type Insecte,Multitype,Untiered,120,120,120,120,120,120
674,Arceus Glace,Type Glace,Multitype,Untiered,120,120,120,120,120,120
675,Arceus Poison,Type Poison,Multitype,Untiered,120,120,120,120,120,120
676,Arceus Eau,Type Eau,Multitype,Untiered,120,120,120,120,120,120
677,Arceus Spectre,Type Spectre,Multitype,Untiered,120,120,120,120,120,120
678,Arceus Acier,Type Acier,Multitype,Untiered,120,120,120,120,120,120
679,Victini,Type Psy Type Feu,Victorieux,Untiered,100,100,100,100,100,100
680,Vipélierre,Type Plante,Engrais Contestation,Untiered,45,45,55,45,55,63
681,Lianaja,Type Plante,Engrais Contestation,Untiered,60,60,75,60,75,83
682,Majaspic,Type Plante,Engrais Contestation,Untiered,75,75,95,75,95,113
683,Gruikui,Type Feu,Brasier Isograisse,Untiered,65,63,45,45,45,45
684,Grotichon,Type Feu Type Combat,Brasier Isograisse,Untiered,90,93,55,70,55,55
685,Roitiflam,Type Feu Type Combat,Brasier Téméraire,Untiered,110,123,65,100,65,65
686,Moustillon,Type Eau,Torrent Coque Armure,Untiered,55,55,45,63,45,45
687,Mateloutre,Type Eau,Torrent Coque Armure,Untiered,75,75,60,83,60,60
688,Clamiral,Type Eau,Torrent Coque Armure,Untiered,95,100,85,108,70,70
689,Clamiral de Hisui,Type Eau Type Ténèbres,Torrent Incisif,Untiered,90,108,80,100,65,85
690,Ratentif,Type Normal,Fuite Regard Vif Analyste,Untiered,45,55,39,35,39,42
691,Miradar,Type Normal,Lumiattirance Regard Vif Analyste,Untiered,60,85,69,60,69,77
692,Ponchiot,Type Normal,Esprit Vital Ramassage Fuite,Untiered,45,60,45,25,45,55
693,Ponchien,Type Normal,Intimidation Baigne Sable Querelleur,Untiered,65,80,65,35,65,60
694,Mastouffe,Type Normal,Intimidation Baigne Sable Querelleur,Untiered,85,110,90,45,90,80
695,Chacripan,Type Ténèbres,Échauffement Délestage Farceur,Untiered,41,50,37,50,37,66
696,Léopardus,Type Ténèbres,Échauffement Délestage Farceur,Untiered,64,88,50,88,50,106
697,Feuillajou,Type Plante,Gloutonnerie Engrais,Untiered,50,53,48,53,48,64
698,Feuiloutan,Type Plante,Gloutonnerie Engrais,Untiered,75,98,63,98,63,101
699,Flamajou,Type Feu,Gloutonnerie Brasier,Untiered,50,53,48,53,48,64
700,Flamoutan,Type Feu,Gloutonnerie Brasier,Untiered,75,98,63,98,63,101
701,Flotajou,Type Eau,Gloutonnerie Torrent,Untiered,50,53,48,53,48,64
702,Flotoutan,Type Eau,Gloutonnerie Torrent,Untiered,75,98,63,98,63,101
703,Munna,Type Psy,Prédiction Synchro Télépathe,Untiered,76,25,45,67,55,24
704,Mushana,Type Psy,Prédiction Synchro Télépathe,Untiered,116,55,85,107,95,29
705,Poichigeon,Type Normal Type Vol,Coeur de Coq Chanceux Rivalité,Untiered,50,55,50,36,30,43
706,Colombeau,Type Normal Type Vol,Coeur de Coq Chanceux Rivalité,Untiered,62,77,62,50,42,65
707,Déflaisan,Type Normal Type Vol,Coeur de Coq Chanceux Rivalité,Untiered,80,115,80,65,55,93
708,Zébibron,Type Électrik,Paratonnerre Motorisé Herbivore,Untiered,45,60,32,50,32,76
709,Zéblitz,Type Électrik,Paratonnerre Motorisé Herbivore,Untiered,75,100,63,80,63,116
710,Nodulithe,Type Roche,Fermeté Armurouillée Force Sable,Untiered,55,75,85,25,25,15
711,Géolithe,Type Roche,Fermeté Armurouillée Force Sable,Untiered,70,105,105,50,40,20
712,Gigalithe,Type Roche,Fermeté Sable Volant Force Sable,Untiered,85,135,130,60,80,25
713,Chovsourir,Type Psy Type Vol,Inconscient Maladresse Simple,Untiered,65,45,43,55,43,72
714,Rhinolove,Type Psy Type Vol,Inconscient Maladresse Simple,Untiered,67,57,55,77,55,114
715,Rototaupe,Type Sol,Baigne Sable Force Sable Brise Moule,Untiered,60,85,40,30,45,68
716,Minotaupe,Type Sol Type Acier,Baigne Sable Force Sable Brise Moule,Untiered,110,135,60,50,65,88
717,Nanméouïe,Type Normal,Coeur Soin Régé-Force Maladresse,Untiered,103,60,86,60,86,50
718,Méga Nanméouïe,Type Normal Type Fée,Coeur Soin,Untiered,103,60,126,80,126,50
719,Charpenti,Type Combat,Cran Sans Limite Poing de Fer,Untiered,75,80,55,25,35,35
720,Ouvrifier,Type Combat,Cran Sans Limite Poing de Fer,Untiered,85,105,85,40,50,40
721,Bétochef,Type Combat,Cran Sans Limite Poing de Fer,Untiered,105,140,95,55,65,45
722,Tritonde,Type Eau,Glissade Hydratation Absorb Eau,Untiered,50,50,40,50,40,64
723,Batracné,Type Eau Type Sol,Glissade Hydratation Absorb Eau,Untiered,75,65,55,65,55,69
724,Crapustule,Type Eau Type Sol,Glissade Toxitouche Absorb Eau,Untiered,105,95,75,85,75,74
725,Judokrak,Type Combat,Cran Attention Brise Moule,Untiered,120,100,85,30,85,45
726,Karaclée,Type Combat,Fermeté Attention Brise Moule,Untiered,75,125,75,30,75,85
727,Larveyette,Type Insecte Type Plante,Essaim Chlorophylle Envelocape,Untiered,45,53,70,40,60,42
728,Couverdure,Type Insecte Type Plante,Feuille Garde Chlorophylle Envelocape,Untiered,55,63,90,50,80,42
729,Manternel,Type Insecte Type Plante,Essaim Chlorophylle Envelocape,Untiered,75,103,80,70,80,92
730,Venipatte,Type Insecte Type Poison,Point Poison Essaim Turbo,Untiered,30,45,59,30,39,57
731,Scobolide,Type Insecte Type Poison,Point Poison Essaim Turbo,Untiered,40,55,99,40,79,47
732,Brutapode,Type Insecte Type Poison,Point Poison Essaim Turbo,Untiered,60,100,89,55,69,112
733,Doudouvet,Type Plante Type Fée,Farceur Infiltration Chlorophylle,Untiered,40,27,60,37,50,66
734,Farfaduvet,Type Plante Type Fée,Farceur Infiltration Chlorophylle,Untiered,60,67,85,77,75,116
735,Chlorobule,Type Plante,Chlorophylle Tempo Perso Feuille Garde,LC,45,35,50,70,50,30
736,Fragilady,Type Plante,Chlorophylle Tempo Perso Feuille Garde,OU,70,60,75,110,75,90
737,Fragilady de Hisui,Type Plante Type Combat,Chlorophylle Agitation Feuille Garde,Untiered,70,105,75,50,75,105
738,Bargantua Motif Rouge,Type Eau,Téméraire Adaptabilité Brise Moule,OU,70,92,65,80,55,98
739,Bargantua Motif Bleu,Type Eau,Tête de Roc Adaptabilité Brise Moule,OU,70,92,65,80,55,98
740,Bargantua Motif Blanc,Type Eau,Phobique Adaptabilité Brise Moule,Untiered,70,92,65,80,55,98
741,Mascaïman,Type Sol Type Ténèbres,Intimidation Impudence Colérique,LC,50,72,35,35,35,65
742,Escroco,Type Sol Type Ténèbres,Intimidation Impudence Colérique,NFE,60,82,45,45,45,74
743,Crocorible,Type Sol Type Ténèbres,Intimidation Impudence Colérique,OU,95,117,80,65,70,92
744,Darumarond,Type Feu,Agitation Attention,Untiered,70,90,45,15,45,50
745,Darumarond de Galar,Type Glace,Agitation Attention,Untiered,70,90,45,15,45,50
746,Darumacho,Type Feu,Sans Limite Mode Transe,Untiered,105,140,55,30,55,95
747,Darumacho de Galar Mode Transe,Type Glace Type Feu,Mode Transe,Untiered,105,160,55,30,55,135
748,Darumacho Mode Transe,Type Feu Type Psy,Mode Transe,Untiered,105,30,105,140,105,55
749,Darumacho de Galar,Type Glace,Entêtement Mode Transe,Untiered,105,140,55,30,55,95
750,Maracachi,Type Plante,Absorb Eau Chlorophylle Lavabo,Untiered,75,86,67,106,67,60
751,Crabicoque,Type Insecte Type Roche,Fermeté Coque Armure Armurouillée,Untiered,50,65,85,35,35,55
752,Crabaraque,Type Insecte Type Roche,Fermeté Coque Armure Armurouillée,Untiered,70,105,125,65,75,45
753,Baggiguane,Type Ténèbres Type Combat,Mue Impudence Intimidation,Untiered,50,75,70,35,70,48
754,Baggaïd,Type Ténèbres Type Combat,Mue Impudence Intimidation,Untiered,65,90,115,45,115,58
755,Cryptéro,Type Psy Type Vol,Peau Miracle Garde Magik Lentiteintée,Untiered,72,58,80,103,80,97
756,Tutafeh,Type Spectre,Momie,Untiered,38,30,85,55,65,30
757,Tutafeh de Galar,Type Sol Type Spectre,Âme Vagabonde,Untiered,38,55,85,30,65,30
758,Tutankafer,Type Spectre,Momie,Untiered,58,50,145,95,105,30
759,Carapagos,Type Eau Type Roche,Solide Roc Fermeté Glissade,Untiered,54,78,103,53,45,22
760,Mégapagos,Type Eau Type Roche,Solide Roc Fermeté Glissade,Untiered,74,108,133,83,65,32
761,Arkéapti,Type Roche Type Vol,Défaitiste,Untiered,55,112,45,74,45,70
762,Aéroptéryx,Type Roche Type Vol,Défaitiste,Untiered,75,140,65,112,65,110
763,Miamiasme,Type Poison,Puanteur Glue Boom Final,Untiered,50,50,62,40,62,65
764,Miasmax,Type Poison,Puanteur Armurouillée Boom Final,Untiered,80,95,82,60,82,75
765,Miasmax Gigamax,Type Poison,Puanteur Armurouillée Boom Final,Untiered,80,95,82,60,82,75
766,Zorua,Type Ténèbres,Illusion,LC,40,65,40,80,40,65
767,Zorua de Hisui,Type Normal Type Spectre,Illusion,Untiered,35,60,40,85,40,70
768,Zoroark,Type Ténèbres,Illusion,OU,60,105,60,120,60,105
769,Zoroark de Hisui,Type Normal Type Spectre,Illusion,Untiered,60,105,60,120,60,105
770,Chinchidou,Type Normal,Joli Sourire Technicien Multi-Coups,Untiered,55,50,40,40,40,75
771,Pashmilla,Type Normal,Joli Sourire Technicien Multi-Coups,Untiered,75,95,60,65,60,115
772,Scrutella,Type Psy,Fouille Battant Marque Ombre,LC,45,30,50,55,65,45
773,Mesmérella,Type Psy,Fouille Battant Marque Ombre,NFE,60,45,70,75,85,55
774,Sidérella,Type Psy,Fouille Battant Marque Ombre,OU,70,55,95,95,110,65
775,Nucléos,Type Psy,Envelocape Garde Magik Régé-Force,Untiered,45,30,40,105,50,20
776,Méios,Type Psy,Envelocape Garde Magik Régé-Force,Untiered,65,40,50,125,60,30
777,Symbios,Type Psy,Envelocape Garde Magik Régé-Force,Untiered,110,65,75,125,85,30
778,Couaneton,Type Eau Type Vol,Regard Vif Coeur de Coq Hydratation,Untiered,62,44,50,44,50,55
779,Lakmécygne,Type Eau Type Vol,Regard Vif Coeur de Coq Hydratation,Untiered,75,87,63,87,63,98
780,Sorbébé,Type Glace,Corps Gel Rideau Neige Armurouillée,Untiered,36,50,50,65,60,44
781,Sorboul,Type Glace,Corps Gel Rideau Neige Armurouillée,Untiered,51,65,65,80,75,59
782,Sorbouboul,Type Glace,Corps Gel Alerte Neige Armurouillée,Untiered,71,95,85,110,95,79
783,Vivaldaim du Printemps,Type Normal Type Plante,Chlorophylle Herbivore Sérénité,LC,60,60,50,40,50,75
784,Vivaldaim de l'Automne,Type Normal Type Plante,Chlorophylle Herbivore Sérénité,LC,60,60,50,40,50,75
785,Vivaldaim de l'Hiver,Type Normal Type Plante,Chlorophylle Herbivore Sérénité,LC,60,60,50,40,50,75
786,Vivaldaim de l'Été,Type Normal Type Plante,Chlorophylle Herbivore Sérénité,LC,60,60,50,40,50,75
787,Haydaim,Type Normal Type Plante,Chlorophylle Herbivore Sérénité,OU,80,100,70,60,70,95
788,Haydaim de l'Été,Type Normal Type Plante,Chlorophylle Herbivore Sérénité,OU,80,100,70,60,70,95
789,Haydaim de l'Automne,Type Normal Type Plante,Chlorophylle Herbivore Sérénité,OU,80,100,70,60,70,95
790,Haydaim de l'Hiver,Type Normal Type Plante,Chlorophylle Herbivore Sérénité,OU,80,100,70,60,70,95
791,Emolga,Type Électrik Type Vol,Statik Motorisé,Untiered,55,75,60,75,60,103
792,Carabing,Type Insecte,Essaim Mue Annule Garde,Untiered,50,75,45,40,45,60
793,Lançargot,Type Insecte Type Acier,Essaim Coque Armure Envelocape,Untiered,70,135,105,60,105,20
794,Trompignon,Type Plante Type Poison,Pose Spore Régé-Force,LC,69,55,45,55,55,15
795,Gaulet,Type Plante Type Poison,Pose Spore Régé-Force,OU,114,85,70,85,80,30
796,Viskuse,Type Eau Type Spectre,Absorb Eau Corps Maudit Moiteur,Untiered,55,40,50,65,85,40
797,Moyade,Type Eau Type Spectre,Absorb Eau Corps Maudit Moiteur,Untiered,100,60,70,85,105,60
798,Mamanbo,Type Eau,Coeur Soin Hydratation Régé-Force,OU,165,75,80,40,45,65
799,Statitik,Type Insecte Type Électrik,Oeil Composé Tension Essaim,Untiered,50,47,50,57,50,65
800,Mygavolt,Type Insecte Type Électrik,Oeil Composé Tension Essaim,Untiered,70,77,60,97,60,108
801,Grindur,Type Plante Type Acier,Épine de Fer,Untiered,44,50,91,24,86,10
802,Noacier,Type Plante Type Acier,Épine de Fer Anticipation,Untiered,74,94,131,54,116,20
803,Tic,Type Acier,Plus Minus Corps Sain,Untiered,40,55,70,45,60,30
804,Clic,Type Acier,Plus Minus Corps Sain,Untiered,60,80,95,70,85,50
805,Cliticlic,Type Acier,Plus Minus Corps Sain,Untiered,60,100,115,70,85,90
806,Anchwatt,Type Électrik,Lévitation,LC,35,55,40,45,40,60
807,Lampéroie,Type Électrik,Lévitation,NFE,65,85,70,75,70,40
808,Ohmassacre,Type Électrik,Lévitation,OU,85,115,80,105,80,50
809,Lewsor,Type Psy,Télépathe Synchro Analyste,Untiered,55,55,55,85,55,30
810,Neitram,Type Psy,Télépathe Synchro Analyste,Untiered,75,75,75,125,95,40
811,Funécire,Type Spectre Type Feu,Torche Corps Ardent Infiltration,Untiered,50,30,55,65,55,20
812,Mélancolux,Type Spectre Type Feu,Torche Corps Ardent Infiltration,Untiered,60,40,60,95,60,55
813,Lugulabre,Type Spectre Type Feu,Torche Corps Ardent Infiltration,Untiered,60,55,90,145,90,80
814,Coupenotte,Type Dragon,Rivalité Brise Moule Tension,LC,46,87,60,30,40,57
815,Incisache,Type Dragon,Rivalité Brise Moule Tension,NFE,66,117,70,40,50,67
816,Tranchodon,Type Dragon,Rivalité Brise Moule Tension,OU,76,147,90,60,70,97
817,Polarhume,Type Glace,Rideau Neige Chasse-Neige Phobique,LC,55,70,40,60,40,40
818,Polagriffe,Type Glace,Rideau Neige Chasse-Neige Glissade,OU,95,130,80,70,80,50
819,Hexagel,Type Glace,Lévitation,OU,80,50,50,95,135,105
820,Escargaume,Type Insecte,Hydratation Coque Armure Envelocape,Untiered,50,40,85,40,65,25
821,Limaspeed,Type Insecte,Hydratation Glue Délestage,Untiered,80,70,40,100,60,145
822,Limonde,Type Sol Type Électrik,Statik Échauffement Voile Sable,Untiered,109,66,84,81,99,32
823,Limonde de Galar,Type Sol Type Acier,Mimétisme,Untiered,109,81,99,66,84,32
824,Kungfouine,Type Combat,Attention Régé-Force Téméraire,Untiered,45,85,50,55,50,65
825,Shaofouine,Type Combat,Attention Régé-Force Téméraire,Untiered,65,125,60,95,60,105
826,Drakkarmin,Type Dragon,Peau Dure Sans Limite Brise Moule,Untiered,77,120,90,60,90,48
827,Gringolem,Type Sol Type Spectre,Poing de Fer Maladresse Annule Garde,Untiered,59,74,50,35,50,35
828,Golemastoc,Type Sol Type Spectre,Poing de Fer Maladresse Annule Garde,Untiered,89,124,80,55,80,55
829,Scalpion,Type Ténèbres Type Acier,Acharné Attention Pression,LC,45,85,70,40,40,60
830,Scalproie,Type Ténèbres Type Acier,Acharné Attention Pression,NFE,65,125,100,60,70,70
831,Frison,Type Normal,Téméraire Herbivore Anti-Bruit,Untiered,95,110,95,40,95,55
832,Furaiglon,Type Normal Type Vol,Regard Vif Sans Limite Agitation,LC,70,83,50,37,50,60
833,Gueriaigle,Type Normal Type Vol,Regard Vif Sans Limite Acharné,OU,100,123,75,57,75,80
834,Gueriaigle de Hisui,Type Psy Type Vol,Regard Vif Sans Limite Lentiteintée,Untiered,110,83,70,112,70,65
835,Vostourno,Type Ténèbres Type Vol,Coeur de Coq Envelocape Armurouillée,Untiered,70,55,75,45,65,60
836,Vaututrice,Type Ténèbres Type Vol,Coeur de Coq Envelocape Armurouillée,Untiered,110,65,105,55,95,80
837,Aflamanoir,Type Feu,Gloutonnerie Torche Écran Fumée,Untiered,85,97,66,105,66,65
838,Fermite,Type Insecte Type Acier,Essaim Agitation Absentéisme,Untiered,58,109,112,48,48,109
839,Solochi,Type Ténèbres Type Dragon,Agitation,LC,52,65,50,45,50,38
840,Diamat,Type Ténèbres Type Dragon,Agitation,NFE,72,85,70,65,70,58
841,Trioxhydre,Type Ténèbres Type Dragon,Lévitation,OU,92,105,90,125,90,98
842,Pyronille,Type Insecte Type Feu,Corps Ardent Essaim,LC,55,85,55,50,55,60
843,Pyrax,Type Insecte Type Feu,Corps Ardent Essaim,OU,85,60,65,135,105,100
844,Cobaltium,Type Acier Type Combat,Coeur Noble,Untiered,91,90,129,90,72,108
845,Terrakium,Type Roche Type Combat,Coeur Noble,Untiered,91,129,90,72,90,108
846,Viridium,Type Plante Type Combat,Coeur Noble,Untiered,91,90,72,90,129,108
847,Boréas,Type Vol,Farceur Acharné,Untiered,79,115,70,125,80,111
848,Boréas Totémique,Type Vol,Régé-Force,Untiered,79,100,80,110,90,121
849,Fulguris,Type Électrik Type Vol,Farceur Acharné,Untiered,79,115,70,125,80,111
850,Fulguris Totémique,Type Électrik Type Vol,Absorb Volt,Untiered,79,105,70,145,80,101
851,Reshiram,Type Dragon Type Feu,TurboBrasier,Untiered,100,120,100,150,120,90
852,Zekrom,Type Dragon Type Électrik,Téra-Voltage,Untiered,100,150,120,120,100,90
853,Démétéros,Type Sol Type Vol,Force Sable Sans Limite,Untiered,89,125,90,115,80,101
854,Démétéros Totémique,Type Sol Type Vol,Intimidation,Untiered,89,145,90,105,80,91
855,Kyurem,Type Dragon Type Glace,Pression,Untiered,125,130,90,130,90,95
856,Kyurem Noir,Type Dragon Type Glace,Téra-Voltage,Untiered,125,170,100,120,90,95
857,Kyurem Blanc,Type Dragon Type Glace,TurboBrasier,Untiered,125,120,90,170,100,95
858,Keldeo,Type Eau Type Combat,Coeur Noble,Untiered,91,72,90,129,90,108
859,Keldeo Décidé,Type Eau Type Combat,Coeur Noble,Untiered,91,72,90,129,90,108
860,Meloetta,Type Normal Type Psy,Sérénité,Untiered,100,77,77,128,128,90
861,Meloetta Danse,Type Normal Type Combat,Sérénité,Untiered,100,128,90,77,77,128
862,Genesect,Type Insecte Type Acier,Télécharge,Untiered,71,120,95,120,95,99
863,Genesect Cryo,Type Insecte Type Acier,Télécharge,Untiered,71,120,95,120,95,99
864,Genesect Pyro,Type Insecte Type Acier,Télécharge,Untiered,71,120,95,120,95,99
865,Genesect Aqua,Type Insecte Type Acier,Télécharge,Untiered,71,120,95,120,95,99
866,Genesect Choc,Type Insecte Type Acier,Télécharge,Untiered,71,120,95,120,95,99
867,Marisson,Type Plante,Engrais Pare-Balles,Untiered,56,61,65,48,45,38
868,Boguérisse,Type Plante,Engrais Pare-Balles,Untiered,61,78,95,56,58,57
869,Blindépique,Type Plante Type Combat,Engrais Pare-Balles,Untiered,88,107,122,74,75,64
870,Feunnec,Type Feu,Brasier Magicien,Untiered,40,45,40,62,60,60
871,Roussil,Type Feu,Brasier Magicien,Untiered,59,59,58,90,70,73
872,Goupelin,Type Feu Type Psy,Brasier Magicien,Untiered,75,69,72,114,100,104
873,Grenousse,Type Eau,Torrent Protéen,Untiered,41,56,40,62,44,71
874,Croâporal,Type Eau,Torrent Protéen,Untiered,54,63,52,83,56,97
875,Amphinobi,Type Eau Type Ténèbres,Torrent Synergie Protéen,Untiered,72,95,67,103,71,122
876,Amphinobi de Sacha,Type Eau Type Ténèbres,Synergie,Untiered,72,145,67,153,71,132
877,Sapereau,Type Normal,Ramassage Bajoues Coloforce,Untiered,38,36,38,32,36,57
878,Excavarenne,Type Normal Type Sol,Ramassage Bajoues Coloforce,Untiered,85,56,77,50,77,78
879,Passerouge,Type Normal Type Vol,Coeur de Coq Ailes Bourrasque,LC,45,50,43,40,38,62
880,Braisillon,Type Feu Type Vol,Corps Ardent Ailes Bourrasque,NFE,62,73,55,56,52,84
881,Flambusard,Type Feu Type Vol,Corps Ardent Ailes Bourrasque,OU,78,81,71,74,69,126
